DEF A 30000
-949 24102
-567 133389
-303 366265
-781 265411
741 269833
409 29316
-187 300208
-17 316854
-255 499640
-252 179900
567 195341
-867 156191
-280 467347
-625 296068
-342 154049
224 329680
360 215234
719 249773
90 48689
-697 399883
-723 110134
-355 19095
664 339329
19 423503
430 351886
-831 131970
-719 237173
358 18178
-559 108074
713 145155
-825 6106
-753 141372
-855 218504
-128 439367
-977 420889
887 381943
839 483167
-606 288896
-574 106022
-417 353596
-301 382067
993 332225
-727 90287
420 196216
-633 12090
-512 136249
-357 381438
284 316731
-794 210773
734 489721
587 98798
-959 410362
936 62932
-193 225469
60 110922
-78 227834
-23 393412
-101 168352
838 88583
-25 279017
-389 141596
-988 138700
222 471302
-686 472301
-116 367247
-198 458232
758 94538
-278 129311
196 41470
-817 242798
-138 36457
896 191153
733 291911
-307 398694
315 74743
657 351536
181 281406
515 463637
-502 423209
388 45688
-195 22021
-916 262184
-14 199267
-703 302065
-551 40467
603 450143
220 103084
-17 101424
-499 138966
57 340255
958 401844
-330 300898
69 146831
-264 498993
-459 454969
510 91031
538 132
-702 108153
790 308500
-266 278995
-962 474125
-792 442807
-814 85375
328 295373
-99 445803
58 168032
-16 220856
-918 293321
-871 148147
39 213251
27 452889
-65 229243
-319 18198
570 243241
-211 91911
130 169996
172 225455
566 277440
-888 283691
674 357015
-378 121108
-931 262492
-657 218428
248 299323
-195 278539
-116 149083
-685 409237
-658 412145
-261 363209
662 238224
-367 208994
-666 301037
870 184672
-624 253986
662 187497
-672 202313
434 496745
-798 306171
968 8033
564 91364
242 110889
-449 433192
-945 350187
480 158644
-880 114855
-156 361128
-391 294638
292 284376
-590 216927
-279 453109
-35 172140
-411 349526
-210 142164
-135 275652
395 482441
152 337885
306 429996
267 398456
494 152336
602 405651
-72 163947
685 468346
936 16236
-646 360831
-940 23587
154 77924
-318 147835
495 370452
-86 404381
-794 477313
-385 23948
713 344070
-243 200951
-773 174238
192 335857
-123 351916
71 72241
801 446575
-831 164166
38 86395
-922 442691
-309 394268
185 219433
-132 122374
557 186476
-864 214137
-981 495748
-581 286479
403 131636
70 180290
-979 314095
-670 341221
-689 414550
514 493899
-316 378661
-628 197
-332 100033
-76 157416
424 486836
139 53528
130 321051
-962 90930
-149 425100
445 48144
-735 378071
600 285452
-679 28803
-107 13400
-43 248676
-953 270128
489 144098
35 295385
-261 340895
-770 388919
903 2034
853 194619
-634 164255
479 136735
-729 496680
769 339674
-895 461679
-708 450370
656 268703
-583 2980
364 478710
897 151020
-654 136123
-969 116941
-180 413549
770 142687
-273 268623
508 317591
365 306972
135 270476
-491 419593
630 197922
-266 131372
-170 473454
-921 286573
691 445616
-565 266805
125 466208
-275 207807
174 108224
355 391627
-816 234390
26 389770
721 82063
220 471706
-146 371273
46 368262
325 413353
-296 285573
-299 152120
299 369762
-933 381733
-402 321216
645 468273
656 386921
-25 254790
414 134118
-618 117554
-518 499666
-222 450171
517 317175
-452 485143
965 170795
808 54398
379 349431
602 350161
498 404710
814 165222
-274 389668
-778 136900
-456 282143
639 124433
964 388703
127 29479
359 293059
183 231747
981 454730
963 185910
-936 464188
-316 257619
-337 107400
364 363286
-692 495137
261 473470
8 344144
964 417327
-764 293905
980 14007
903 264727
-725 20550
-686 9716
-24 83753
-176 93976
-721 421672
-217 245076
760 155082
438 292442
-720 395460
130 402184
721 423905
-941 276605
674 415689
359 70053
-978 271203
-643 487295
-725 94190
-238 212731
-663 153906
-763 399996
-173 203520
-421 13558
-543 130727
-810 214704
-556 199790
719 163952
-245 114467
-592 317670
512 153706
-266 285183
868 96570
344 187915
49 471329
-156 195541
725 428465
-115 438934
627 100346
41 86601
880 297918
465 62416
-830 74471
600 248914
524 382338
401 40485
-41 368573
104 277753
758 102164
-209 473482
866 63123
653 293923
28 481478
-308 336563
789 414563
485 125202
-561 60176
-768 166522
-240 361076
-248 238340
-803 2988
829 16656
486 46018
623 177397
-270 270049
-909 30443
-534 382344
-546 234176
-467 434541
650 54778
53 257022
-588 239191
114 144816
223 442144
-988 495270
-805 53462
-819 376875
-472 393195
299 350210
496 63051
319 407538
-279 356008
-295 325522
904 428710
-29 237989
-950 190984
-55 435284
-33 176870
841 425311
706 408863
719 21125
-963 440144
91 272310
-238 493250
217 4009
821 139662
-147 437941
683 425197
833 283847
-56 413806
-110 360212
-115 66248
356 173623
561 364754
665 396462
-75 429899
756 278434
403 286415
10 353620
-389 253144
-544 171964
-672 332546
333 409542
161 283429
789 81422
861 467522
-231 18645
-266 34182
-173 168516
-391 243505
997 255405
-454 496864
-354 296282
87 55322
308 268292
864 31773
-535 475558
718 300646
103 202317
855 15527
-339 489539
993 125417
-261 335660
575 433059
554 23864
961 464539
-944 374195
-134 319286
364 365706
67 370202
478 311143
377 208135
395 302992
-633 383775
-906 496240
184 37184
-773 400773
-137 64707
475 152982
54 200481
472 336586
471 36492
600 254653
-882 315174
-886 220784
-536 59006
539 439734
-421 268736
-818 8992
-802 159381
-567 333934
-600 124399
749 364085
-271 208164
975 167572
-141 489666
-753 182206
-969 137302
725 403650
168 143699
-345 18363
-241 292675
-456 407295
-951 385835
126 224785
-362 465496
-210 464839
-90 160478
502 74791
-736 171590
965 385120
-27 458460
292 265214
121 133479
-352 304382
407 4475
143 297097
-814 287789
543 252898
325 293250
943 388381
977 92230
282 365506
691 249006
-738 322879
257 80099
-451 334529
-491 38035
-155 245456
831 161949
677 204577
500 302728
-410 4607
-780 17285
106 206122
273 143359
-584 423361
454 39274
-817 352686
918 92868
275 249144
705 103517
-553 426279
-433 392887
-618 247031
96 297550
531 499255
525 424684
-161 455596
73 68859
-594 290804
-219 369206
-394 202650
689 172014
-972 138330
-131 321069
-498 40102
-423 309794
-65 444115
-96 363365
966 22743
-388 462226
961 484188
-888 322465
-611 23180
66 1148
385 18789
-638 485016
-924 76710
125 143548
-721 377087
352 63084
-614 277414
-273 33767
476 482459
-674 210282
380 101772
-437 247961
408 147536
-782 152865
636 360172
372 23781
1 256159
-758 258771
-383 400668
28 122870
-332 86369
119 457276
163 117773
603 122994
580 495876
-315 349769
772 224416
540 49726
-203 262510
719 403603
-838 161482
739 544
638 15829
-761 320045
-136 251400
475 51446
148 408078
-193 169873
-799 160773
-820 458368
133 393205
138 304364
-257 243836
-902 67406
356 88438
936 185857
470 186481
913 436232
735 454525
-914 154033
-502 153450
-598 69828
205 154112
661 282774
563 263013
-216 184348
903 180333
-109 31412
881 268619
-301 9197
-834 444110
-958 444223
-563 31814
805 7373
-719 269086
-142 272874
279 72879
-14 288265
666 2760
37 261113
166 158716
-645 345607
-826 9183
466 457207
-547 499763
87 159936
402 135767
923 103541
1 138860
136 116827
566 214846
498 261864
96 241036
-673 426371
-285 413405
-785 362799
-332 15659
-383 177784
-337 467641
-452 332694
-127 69438
-170 286965
-409 341586
-133 177443
-809 367918
-571 412211
726 481317
27 262626
416 88390
-52 331212
621 97528
-862 258284
-140 196644
352 117338
605 283479
-129 34336
-562 77260
-437 211975
-650 164534
-5 32969
699 413453
917 393030
-508 389263
-649 490447
-757 84207
-236 313930
-434 391539
-88 118506
-62 260251
230 142016
460 20442
811 366190
617 478959
-950 147643
-322 305917
365 116856
-963 76693
961 56894
-609 47245
10 174845
-92 466761
-989 242096
148 455141
325 371670
-80 73945
-691 429799
-805 465763
358 188955
-128 158690
-454 301757
-647 231092
-429 249008
-538 355155
-598 291787
-521 336944
-295 455572
-276 262583
46 412648
617 111169
662 75952
833 192364
-366 267949
30 59716
6 334270
-759 9466
708 423706
-630 80575
-722 201041
225 41481
-239 137683
288 475800
690 134941
-671 471875
994 30480
14 74666
249 119069
-698 23918
210 143524
-837 376940
175 215658
756 476554
-484 162573
746 1501
775 358880
-524 23300
-776 399431
-521 358954
200 324363
-173 350742
654 461153
-582 398225
-784 122707
-713 270628
448 493876
222 431424
-472 299094
-288 394397
592 71981
-636 470529
937 444493
910 142714
209 9499
626 70599
-762 148623
202 86198
-360 68802
44 211211
505 53099
407 288559
208 161145
-321 312756
162 292145
281 183135
982 202388
-64 8227
314 310265
763 171780
-28 451759
-487 65079
-410 363022
-818 446811
-511 326001
-637 379993
-974 57115
937 195055
586 378481
-445 419410
-351 154640
177 319010
-524 420586
-415 406992
87 13348
685 247015
-789 42696
-118 462064
-113 171695
-592 124882
927 219811
-609 15010
815 199599
134 190317
-373 137322
-467 279100
972 394359
-392 398137
26 300054
286 495775
-630 359233
998 351541
799 337387
-483 265722
738 75691
-713 233495
-119 182623
764 323783
782 105673
-534 286011
876 473977
-570 363212
200 297654
-649 131415
-428 415243
-714 29422
-964 455306
-660 55762
169 54032
-520 276645
-252 365358
95 450924
-572 307530
-881 183634
786 223449
55 451268
-348 479224
757 265560
663 416726
678 310974
42 376921
590 365623
233 315836
-602 278440
665 225357
-30 19186
-758 150847
-455 39267
-267 376615
581 294958
-432 399933
-834 366187
-990 280847
768 224288
-483 11629
-860 205082
612 268958
-890 16373
-520 340531
-663 349474
-853 309224
-214 299842
432 342126
-425 151361
-95 1969
-226 112370
630 144892
558 17416
-913 458487
-151 76835
-208 296334
130 265879
997 467794
-976 165109
85 128983
661 193601
-449 221119
-116 235125
-795 203606
-158 33338
-535 499225
-670 150763
8 473916
-968 389695
655 288704
525 410695
-828 113988
266 135175
193 461204
-790 466871
603 7728
340 134253
-4 180933
-409 215625
473 358899
901 88451
-78 369005
-341 404399
15 21798
10 228111
509 61284
808 374783
697 5202
505 393633
832 404401
-662 478001
-278 413114
-617 3633
222 247981
-516 156361
-218 98359
244 260733
-186 113121
790 425504
-166 484096
-532 414831
-129 121152
6 425121
292 141872
-937 375546
216 208185
-549 443559
-39 20525
769 479147
-400 192498
-567 463374
670 297497
79 291651
-351 88017
-316 379065
-912 73145
-843 421029
-509 7290
342 270257
219 410681
881 115336
680 262257
941 478660
821 190872
-541 59094
-576 205153
-398 19432
260 380834
-205 340378
-609 154185
-907 493944
-179 365704
262 337193
-343 454086
670 124325
-117 302130
430 193971
678 212882
401 353001
199 334411
-723 57852
391 463007
-575 179594
357 395839
-961 90290
109 179843
2 78179
755 52834
158 266678
-656 366272
-470 91908
38 399218
581 161761
-972 105076
-585 181936
-961 270862
-991 378480
17 254976
300 239615
-195 286120
-35 431349
-50 270654
183 158356
784 394632
607 296855
-591 330803
-334 145211
-406 12282
-914 118676
624 43495
793 330428
-636 135536
-429 35278
-783 17019
278 126165
-832 75371
-117 272987
837 139871
923 223414
598 65134
-820 74805
-991 271884
-808 8396
762 185756
-963 342182
-393 164902
358 492693
-953 301064
624 329358
-786 267816
-591 466376
-412 273766
165 419596
149 180393
-628 108899
-672 145289
558 56593
-405 271878
-78 245297
644 74024
777 153929
-729 381536
565 242041
-653 268103
-955 401918
-601 249446
-485 356861
-514 257238
-764 173544
995 427006
-917 161155
974 347260
-996 264512
-724 26530
735 315478
599 370444
-117 24907
-350 401442
203 489812
-936 418391
-136 485936
612 493558
-791 450092
586 136889
-683 437650
-419 130352
472 320969
875 119747
-266 146212
951 344800
76 449456
-933 307230
780 245329
-803 456712
972 291805
825 171026
-403 440699
-513 239437
-690 144733
-167 127971
-962 336850
952 371844
-194 182423
600 311545
-773 55700
-902 34213
199 211193
-333 133800
-252 132513
-599 218450
-269 231101
169 284690
571 266823
-59 233623
-688 440434
888 218773
79 20580
784 321994
320 2520
370 253038
291 238824
953 68895
437 123746
70 46674
-851 116449
409 432852
-548 292217
-254 118739
453 262990
-681 481372
136 293012
491 131620
-730 430451
500 18349
91 461241
-503 25849
155 130263
-711 163579
165 190516
460 270234
-753 433824
453 488220
-372 95597
818 225279
-607 254593
-503 4912
706 53564
473 270783
838 434038
-418 60964
-601 43064
129 86464
-466 80983
837 247990
756 212761
-317 216849
245 142838
-793 38863
-13 416592
-746 316465
-473 441740
680 72845
745 31557
-203 418862
179 143921
-608 416004
-148 346939
891 219206
-762 84951
574 71677
350 51666
-514 77435
26 452225
536 35858
861 334400
-23 283230
-968 56632
123 299182
-994 94729
871 376574
705 227700
-595 447405
-444 472625
-762 347570
-759 64985
-689 13237
-521 355483
43 291003
-481 163776
23 121383
297 123259
-397 373115
-298 201445
-401 452011
400 81976
439 406828
-452 423811
809 460408
329 366940
-656 243585
382 99384
-321 30843
-170 88650
966 87656
-786 298782
-753 198045
-58 126842
-754 80629
371 120670
-52 490793
674 22787
75 72210
353 111112
-771 185458
-129 158195
152 211415
-459 219619
-93 57951
-806 215850
-383 106624
930 302601
49 42479
220 28449
-369 41590
205 71726
-824 117186
627 106293
753 181576
543 119014
-44 488605
-904 471231
-76 361271
192 180136
-517 80886
-111 103609
406 43167
-269 291922
831 336534
209 138865
659 51950
-665 418828
-117 234982
-267 204342
689 41565
-331 431289
161 412672
-160 270997
-233 185886
-933 78288
-409 10497
384 328020
997 395010
640 65915
-840 381659
-815 424924
-599 160166
895 80116
812 38569
-846 418431
437 235294
-676 51486
808 422156
918 83631
516 249930
849 30688
-193 255791
-79 260604
-864 337333
-806 126710
688 485752
795 382624
-913 34836
-430 257341
-473 161146
333 49807
-204 83865
689 90711
-828 345698
564 339195
313 120830
-680 229365
-53 95764
310 457543
518 345437
-335 24971
52 416590
919 15632
-441 26699
-580 285118
630 306571
553 146829
-255 387783
438 296546
470 272116
-740 210498
-157 153859
834 395420
-261 244175
-21 48695
586 398167
-574 328289
-227 480802
673 275488
-447 444432
-143 486821
5 415990
-94 65818
-898 413440
-266 84582
-531 211587
416 335267
54 334835
-26 62715
-718 380966
-872 431076
639 190922
334 89344
-953 18190
755 475245
754 389974
677 349260
307 180653
-502 489745
-329 377464
-224 187978
-684 459158
514 47121
-390 272648
-388 210077
-508 279172
753 228099
-405 246626
-178 371486
425 41606
-295 284596
680 49197
987 169574
611 58767
782 121652
-280 423883
-920 426110
197 3749
331 426867
54 5727
479 66823
460 398193
-751 355229
-631 299381
64 57999
-997 405861
-877 325632
-260 49192
310 233123
-822 353900
-31 497380
-915 10128
-949 347873
-961 123856
-748 292664
-337 99510
-468 416274
-996 89679
258 357443
-89 379497
-14 197389
963 205246
-410 11946
-28 403968
574 297053
930 106887
249 374831
654 260828
-317 178447
-420 327475
-736 319361
720 227965
597 200899
-487 122219
-912 62477
-340 288352
-484 133275
769 402877
400 358364
383 349211
505 311834
926 321182
468 405890
556 111372
966 480010
278 111653
-781 176469
-946 447996
-161 155708
477 486662
-35 372100
826 427589
-3 270559
113 328811
-646 364960
-430 103738
-401 450871
604 121625
781 233709
282 8650
-817 329059
602 450885
1 245696
780 42674
-886 84696
-353 352381
-561 373135
-813 91311
973 71809
396 297966
570 16290
477 486476
-121 382027
-406 276931
33 385121
-156 413705
429 424224
252 94419
-102 176023
-732 99652
-715 98869
420 379380
651 315095
282 153444
-911 324535
-996 475445
409 51459
-312 80833
165 147346
-254 330200
971 318296
348 484447
-653 309692
-472 135138
-316 49702
-982 432761
-268 236173
-320 116517
-795 47417
-295 339238
634 148764
775 270966
-819 70908
-488 32092
927 221544
-229 100783
-87 496929
355 246856
580 265279
368 195690
623 38497
866 20719
-656 99226
-170 480194
-296 211887
-566 113887
-165 495701
671 287057
122 356794
1000 265766
-584 217707
-351 228953
-95 337455
-236 115456
178 498070
146 3494
-218 178646
467 327690
384 147859
-455 352110
-829 267568
-426 310816
-681 190559
911 415466
-357 358398
803 431410
-319 28524
556 380402
158 250999
-739 376092
-520 492
-663 384119
684 435157
-176 286714
168 321943
-613 147096
258 412886
560 377799
-943 431990
938 348488
116 160419
-969 167858
-414 100231
578 485891
-205 269140
321 86563
-719 56730
134 35654
-212 472422
665 159659
679 334337
-41 133405
796 415700
556 62302
-574 51195
-562 378601
358 52264
108 92417
994 121300
-928 165363
-74 67235
-527 383911
968 482177
-834 438989
-146 44805
135 321272
-447 442929
-888 486263
-749 276379
-832 392767
-951 213448
-76 294145
-801 96635
-808 163626
-941 331689
-449 372415
514 308159
-660 244729
242 237492
-699 131108
562 198177
-79 114481
-183 278028
357 136797
-967 462044
-199 345056
795 341325
391 334172
466 467868
345 482697
21 25772
-609 343097
375 171468
-12 31218
-443 71392
-772 276960
680 390973
-333 63176
898 4998
931 427528
-608 160783
504 272291
-589 286957
-852 345251
697 451473
-530 352160
-744 428233
210 444942
-633 289859
499 213845
68 126748
929 498217
-581 5490
885 52965
285 170066
-548 489769
-315 466965
-364 40196
400 340132
-850 96200
538 125566
-580 406369
-902 26939
-88 329562
-35 37931
-788 204061
-302 229632
-356 22056
-120 395945
-405 276242
-869 35569
-171 90101
-901 148025
-457 445948
-22 50003
353 203374
-430 380899
234 53054
-438 170160
-62 213366
-711 353510
630 380250
-134 266296
-735 376835
71 448988
709 468237
-726 444928
314 440056
902 45225
675 306425
21 81506
440 178599
652 250685
-323 148942
-649 52424
-383 329687
-111 311283
49 287734
261 374000
326 237480
202 115205
393 474383
-845 389203
-142 278122
493 345169
-310 348128
-790 453804
-938 242017
481 16136
-671 145689
-443 13941
771 303807
516 458617
-19 214854
-965 205291
-414 334154
-311 239488
-690 59305
457 328045
-410 108537
542 414590
-965 295477
-971 310302
193 206464
-288 29757
939 430150
810 385652
601 354260
-456 53661
-372 87823
-516 385264
303 27967
578 189860
-361 370624
-840 423372
-373 318141
329 234281
928 203435
-754 119822
-634 90107
-744 169194
-196 450523
-864 178214
772 203369
785 437869
-828 166577
916 270236
-970 480369
-961 279940
-71 192876
-380 98933
581 458938
-36 201469
-793 442367
-227 445121
676 3803
703 115068
-860 403566
-166 119983
-754 201764
-675 4315
318 38766
550 244449
460 438383
514 140448
267 400959
-914 399868
-601 95439
-248 284371
-668 117006
-235 375087
8 17948
136 216211
-98 110802
-663 417432
-523 174095
-369 298842
810 234663
-493 169087
-330 195085
-262 101503
-315 290587
808 193958
260 375249
-551 307881
-863 180519
-508 417628
-849 438662
835 196189
326 79230
955 193293
-841 297561
-800 171657
61 481570
619 316061
714 368179
-672 441575
262 228004
-888 20353
80 247137
595 398410
-565 374249
645 286043
-270 159172
337 68723
982 282316
208 395725
525 388562
348 54426
272 51296
-806 123804
-914 173272
957 430638
559 285782
-97 77563
-595 255490
696 449879
395 435538
-887 97375
531 222249
-722 1347
-932 363217
247 425581
-522 169325
129 355344
-577 259793
750 122463
14 196185
685 18023
419 103415
651 21180
279 420182
854 11797
296 334786
567 129786
190 489209
-166 16485
-669 424872
-729 238302
-818 432267
603 23681
-535 465493
826 167383
117 351180
-977 59504
-272 85711
79 494619
277 23189
680 35134
193 122477
-193 333273
958 482336
261 310502
-947 271775
-564 156981
947 475328
-524 265067
743 367564
-39 197216
719 329287
161 254388
-389 2812
-3 303677
15 57844
464 125799
-880 201705
762 137584
-702 222295
-549 350170
-967 57371
-963 190711
612 479185
-945 283967
863 85174
-272 69440
637 374236
-853 210908
807 283727
-87 441991
384 403149
-1 130471
277 8726
342 407100
817 24802
-113 496633
335 91017
764 125973
364 282780
77 140145
-719 386595
-361 237225
795 461089
-108 422634
636 151578
-634 111872
-644 70406
757 462533
686 404844
-789 415863
765 320543
276 480510
-752 242198
376 419027
-112 278939
668 399164
-897 69265
-476 200550
372 217944
468 383778
-6 210417
-245 151286
-534 47847
-730 301078
-904 66723
841 140073
-285 332679
-12 221325
604 287413
636 145625
-936 339146
885 189489
-726 398566
417 405264
-667 223725
467 87831
783 42877
-754 325923
-220 113854
25 361320
-543 220280
-455 386686
-700 373366
-738 34121
921 345683
189 198303
930 447571
582 390783
270 342980
301 138587
49 303519
822 94185
614 265011
72 411679
649 345034
710 199058
-88 414201
-637 243011
-302 19989
-928 258442
999 413156
-681 371978
514 457924
-728 144684
293 181333
848 85148
740 256874
-367 125901
-907 286237
-481 220971
658 495185
-892 61544
-379 122384
516 410310
-630 458631
-901 22765
-739 426304
-700 264305
681 452981
531 303707
158 223499
-714 37788
-91 177146
-229 91383
358 265122
-442 75591
-962 304048
-730 199075
-522 115465
-707 113364
900 34097
-523 326335
-831 263844
414 237394
-694 499241
463 184180
261 386217
603 313208
-905 385060
-89 346052
-878 47612
310 92057
19 490294
-700 309289
-175 227760
-53 133883
-601 399668
86 211393
247 457293
-921 54068
-826 190075
962 216366
-635 125117
83 385172
-710 12157
281 409972
198 34429
-672 10578
108 150836
677 250581
-379 271838
7 336748
711 121322
-210 143844
-580 157408
-984 213945
810 351086
681 157068
620 146185
462 339999
-851 22630
299 316547
-228 473132
-275 107529
599 139720
154 226805
672 277820
999 89871
798 481513
-525 293309
635 190277
529 199872
-563 77554
558 338086
-832 133555
-273 134045
-162 341320
367 211388
-388 170653
946 42146
-400 493671
233 15003
-48 385224
-690 91118
580 176282
-70 63056
-674 309338
390 72496
-390 227743
503 450612
-592 424123
-684 257763
-199 378535
180 309129
42 317494
958 487056
892 106251
-287 62686
513 469835
689 107528
189 437136
147 258118
217 168778
183 396175
-739 449311
385 383578
910 70424
-344 213474
-692 454388
-479 254233
-842 370317
-92 43488
311 127440
111 113721
-225 431509
-110 396184
598 27115
-341 272233
837 352917
765 337034
-839 246088
-755 151714
-919 416073
-480 481936
-18 230825
123 285437
-523 294262
-127 443661
836 97445
990 292810
-882 372405
-419 153316
-307 361496
-108 71225
764 282120
-488 1668
835 235011
673 434815
168 76020
-858 228270
751 438533
327 231730
-392 44405
-382 107430
995 61138
383 496436
509 263305
592 120164
-959 437772
-98 356186
356 182202
761 248467
-296 229172
437 164643
-720 384731
244 486185
-884 148584
-243 210852
674 141444
953 263314
-697 64234
793 192075
-910 109438
-447 29280
-759 443248
855 438240
65 434985
-925 314562
84 37704
-767 127447
776 192112
-165 78931
560 442676
-617 348737
10 302181
111 37838
323 476667
-482 170686
-298 212668
-78 440553
-22 104446
-943 434579
-318 285799
239 372798
52 167157
-481 198945
-518 452500
168 339774
276 266
-844 129079
-323 189827
136 11108
506 388798
-232 308765
689 52582
747 316892
-378 282141
-246 71122
823 161133
263 326605
-13 128514
598 376104
655 458041
-897 186187
538 237881
-335 297042
214 238523
-583 205448
-260 463112
473 374275
-104 175127
718 6610
87 250632
135 418608
-43 404219
-862 480297
654 80228
439 294509
-136 331241
-71 44871
152 492464
98 416220
-936 375390
-343 313777
866 267501
311 456122
-596 473912
-956 85874
-936 408457
784 219359
-135 426938
-392 46430
-62 454823
-481 204798
-732 98194
-525 34808
184 97601
482 193328
-551 324568
925 384203
-46 123307
346 326533
199 150774
-960 396553
-520 40661
-845 122676
737 158746
-866 208071
152 469365
-843 78281
-380 69550
861 258088
255 210293
-758 130759
-482 347340
-322 59739
553 131260
-521 362756
-721 398782
617 64459
-738 336812
144 74949
782 142567
200 496210
664 324509
-951 263064
232 75725
-596 163815
